id,station_code,sample_date,analyte,result,unit
269,Crown 2001 Shoreline Dr.,2013-05-13T00:00:00,Enterococcus,2,MPN/100 mL
270,Crown 2001 Shoreline Dr.,2013-05-20T00:00:00,Enterococcus,1,MPN/100 mL
271,Crown 2001 Shoreline Dr.,2013-05-28T00:00:00,Enterococcus,130,MPN/100 mL
272,Crown 2001 Shoreline Dr.,2013-05-28T00:00:00,"Coliform, Fecal",31,MPN/100 mL
273,Crown 2001 Shoreline Dr.,2013-05-30T00:00:00,"Coliform, Total",41,MPN/100 mL
274,Crown 2001 Shoreline Dr.,2013-06-03T00:00:00,"Coliform, Total",52,MPN/100 mL
275,Crown 2001 Shoreline Dr.,2014-07-28T00:00:00,Enterococcus,21,MPN/100 mL
276,Crown 2001 Shoreline Dr.,2014-07-28T00:00:00,"Coliform, Fecal",900,MPN/100 mL
277,Crown 2001 Shoreline Dr.,2014-08-11T00:00:00,"Coliform, Total",370,MPN/100 mL
278,Crown 2001 Shoreline Dr.,2014-08-11T00:00:00,Enterococcus,45,MPN/100 mL
279,Crown 2001 Shoreline Dr.,2014-08-11T00:00:00,"Coliform, Fecal",350,MPN/100 mL
280,Crown 2001 Shoreline Dr.,2014-08-25T00:00:00,"Coliform, Fecal",320,MPN/100 mL
281,Crown 2001 Shoreline Dr.,2014-09-08T00:00:00,"Coliform, Total",270,MPN/100 mL
282,Crown 2001 Shoreline Dr.,2014-09-08T00:00:00,Enterococcus,11,MPN/100 mL
283,Crown 2001 Shoreline Dr.,2014-09-15T00:00:00,"Coliform, Total",120,MPN/100 mL
284,Crown 2001 Shoreline Dr.,2014-10-14T00:00:00,"Coliform, Total",500,MPN/100 mL
285,Crown 2001 Shoreline Dr.,2013-06-26T00:00:00,"Coliform, Total",63,MPN/100 mL
286,Crown 2001 Shoreline Dr.,2013-07-01T00:00:00,Enterococcus,2,MPN/100 mL
287,Crown 2001 Shoreline Dr.,2013-07-08T00:00:00,Enterococcus,2,MPN/100 mL
288,Crown 2001 Shoreline Dr.,2013-07-08T00:00:00,"Coliform, Fecal",8,MPN/100 mL
289,Crown 2001 Shoreline Dr.,2013-07-22T00:00:00,Enterococcus,27,MPN/100 mL
290,Crown 2001 Shoreline Dr.,2014-10-20T00:00:00,Enterococcus,460,MPN/100 mL
291,Crown 2001 Shoreline Dr.,2014-11-10T00:00:00,"Coliform, Fecal",11,MPN/100 mL
292,Crown 2001 Shoreline Dr.,2014-12-08T00:00:00,"Coliform, Total",63,MPN/100 mL
293,Crown 2001 Shoreline Dr.,2015-01-05T00:00:00,"Coliform, Fecal",8,MPN/100 mL
294,Crown 2001 Shoreline Dr.,2015-02-02T00:00:00,"Coliform, Total",41,MPN/100 mL
295,Crown 2001 Shoreline Dr.,2013-07-29T00:00:00,"Coliform, Fecal",790,MPN/100 mL
296,Crown 2001 Shoreline Dr.,2013-08-05T00:00:00,Enterococcus,1,MPN/100 mL
297,Crown 2001 Shoreline Dr.,2013-08-19T00:00:00,Enterococcus,29,MPN/100 mL
298,Crown 2001 Shoreline Dr.,2013-08-19T00:00:00,"Coliform, Fecal",93,MPN/100 mL
299,Crown 2001 Shoreline Dr.,2013-09-10T00:00:00,Enterococcus,3,MPN/100 mL
300,Crown 2001 Shoreline Dr.,2013-09-10T00:00:00,"Coliform, Fecal",1,MPN/100 mL
301,Crown 2001 Shoreline Dr.,2013-09-16T00:00:00,"Coliform, Total",460,MPN/100 mL
302,Crown 2001 Shoreline Dr.,2013-09-23T00:00:00,Enterococcus,63,MPN/100 mL
303,Crown 2001 Shoreline Dr.,2013-09-30T00:00:00,"Coliform, Fecal",67,MPN/100 mL
304,Crown 2001 Shoreline Dr.,2013-10-07T00:00:00,Enterococcus,1,MPN/100 mL
305,Crown 2001 Shoreline Dr.,2013-10-07T00:00:00,"Coliform, Fecal",2,MPN/100 mL
306,Crown 2001 Shoreline Dr.,2013-10-28T00:00:00,Enterococcus,17,MPN/100 mL
307,Crown 2001 Shoreline Dr.,2013-11-04T00:00:00,Enterococcus,63,MPN/100 mL
308,Crown 2001 Shoreline Dr.,2013-11-04T00:00:00,"Coliform, Fecal",660,MPN/100 mL
309,Crown 2001 Shoreline Dr.,2013-12-02T00:00:00,Enterococcus,16,MPN/100 mL
310,Crown 2001 Shoreline Dr.,2015-02-02T00:00:00,"Coliform, Fecal",7,MPN/100 mL
311,Crown 2001 Shoreline Dr.,2015-03-16T00:00:00,Enterococcus,160,MPN/100 mL
312,Crown 2001 Shoreline Dr.,2015-03-16T00:00:00,"Coliform, Fecal",150,MPN/100 mL
313,Crown 2001 Shoreline Dr.,2015-03-17T00:00:00,"Coliform, Fecal",200,MPN/100 mL
314,Crown 2001 Shoreline Dr.,2015-04-06T00:00:00,"Coliform, Total",340,MPN/100 mL
315,Crown 2001 Shoreline Dr.,2014-01-13T00:00:00,"Coliform, Total",10,MPN/100 mL
316,Crown 2001 Shoreline Dr.,2014-01-27T00:00:00,Enterococcus,23,MPN/100 mL
317,Crown 2001 Shoreline Dr.,2014-01-27T00:00:00,"Coliform, Fecal",35,MPN/100 mL
318,Crown 2001 Shoreline Dr.,2014-02-13T00:00:00,Enterococcus,1,MPN/100 mL
319,Crown 2001 Shoreline Dr.,2014-03-10T00:00:00,"Coliform, Total",2000,MPN/100 mL
320,Crown 2001 Shoreline Dr.,2015-04-06T00:00:00,"Coliform, Fecal",30,MPN/100 mL
321,Crown 2001 Shoreline Dr.,2015-04-20T00:00:00,"Coliform, Total",160,MPN/100 mL
322,Crown 2001 Shoreline Dr.,2015-04-27T00:00:00,"Coliform, Total",75,MPN/100 mL
323,Crown 2001 Shoreline Dr.,2015-05-11T00:00:00,Enterococcus,5,MPN/100 mL
324,Crown 2001 Shoreline Dr.,2015-05-18T00:00:00,Enterococcus,8,MPN/100 mL
325,Crown 2001 Shoreline Dr.,2014-03-10T00:00:00,"Coliform, Fecal",1900,MPN/100 mL
326,Crown 2001 Shoreline Dr.,2014-03-12T00:00:00,Enterococcus,4,MPN/100 mL
327,Crown 2001 Shoreline Dr.,2014-03-24T00:00:00,"Coliform, Total",41,MPN/100 mL
328,Crown 2001 Shoreline Dr.,2014-04-01T00:00:00,Enterococcus,52,MPN/100 mL
329,Crown 2001 Shoreline Dr.,2014-04-07T00:00:00,"Coliform, Total",63,MPN/100 mL
330,Crown 2001 Shoreline Dr.,2015-05-18T00:00:00,"Coliform, Fecal",110,MPN/100 mL
331,Crown 2001 Shoreline Dr.,2015-05-26T00:00:00,"Coliform, Fecal",2,MPN/100 mL
332,Crown 2001 Shoreline Dr.,2015-06-01T00:00:00,Enterococcus,3,MPN/100 mL
333,Crown 2001 Shoreline Dr.,2015-06-08T00:00:00,"Coliform, Fecal",1,MPN/100 mL
334,Crown 2001 Shoreline Dr.,2015-06-08T00:00:00,"Coliform, Total",190,MPN/100 mL
335,Crown 2001 Shoreline Dr.,2014-04-14T00:00:00,"Coliform, Total",41,MPN/100 mL
336,Crown 2001 Shoreline Dr.,2014-04-14T00:00:00,"Coliform, Fecal",18,MPN/100 mL
337,Crown 2001 Shoreline Dr.,2014-06-02T00:00:00,"Coliform, Total",20,MPN/100 mL
338,Crown 2001 Shoreline Dr.,2014-06-09T00:00:00,Enterococcus,1,MPN/100 mL
339,Crown 2001 Shoreline Dr.,2014-08-04T00:00:00,"Coliform, Total",340,MPN/100 mL
340,Crown 2001 Shoreline Dr.,2015-06-15T00:00:00,"Coliform, Total",150,MPN/100 mL
341,Crown 2001 Shoreline Dr.,2015-06-15T00:00:00,Enterococcus,2,MPN/100 mL
342,Crown 2001 Shoreline Dr.,2015-06-15T00:00:00,"Coliform, Fecal",5,MPN/100 mL
343,Crown 2001 Shoreline Dr.,2015-06-22T00:00:00,Enterococcus,2,MPN/100 mL
344,Crown 2001 Shoreline Dr.,2015-06-22T00:00:00,"Coliform, Fecal",1,MPN/100 mL
345,Crown 2001 Shoreline Dr.,2014-08-04T00:00:00,Enterococcus,1,MPN/100 mL
346,Crown 2001 Shoreline Dr.,2014-08-04T00:00:00,"Coliform, Fecal",5,MPN/100 mL
347,Crown 2001 Shoreline Dr.,2014-08-18T00:00:00,Enterococcus,2,MPN/100 mL
348,Crown 2001 Shoreline Dr.,2014-09-02T00:00:00,"Coliform, Fecal",90,MPN/100 mL
349,Crown 2001 Shoreline Dr.,2014-09-08T00:00:00,"Coliform, Fecal",17,MPN/100 mL
350,Crown 2001 Shoreline Dr.,2014-09-22T00:00:00,"Coliform, Total",10,MPN/100 mL
351,Crown 2001 Shoreline Dr.,2014-09-22T00:00:00,Enterococcus,1,MPN/100 mL
352,Crown 2001 Shoreline Dr.,2014-09-22T00:00:00,"Coliform, Fecal",9,MPN/100 mL
353,Crown 2001 Shoreline Dr.,2014-10-06T00:00:00,"Coliform, Total",63,MPN/100 mL
354,Crown 2001 Shoreline Dr.,2014-10-14T00:00:00,Enterococcus,10,MPN/100 mL
355,Crown 2001 Shoreline Dr.,2014-10-22T00:00:00,"Coliform, Total",41,MPN/100 mL
356,Crown 2001 Shoreline Dr.,2014-10-22T00:00:00,Enterococcus,1,MPN/100 mL
357,Crown 2001 Shoreline Dr.,2014-11-10T00:00:00,"Coliform, Total",52,MPN/100 mL
358,Crown 2001 Shoreline Dr.,2014-11-24T00:00:00,Enterococcus,11,MPN/100 mL
359,Crown 2001 Shoreline Dr.,2015-01-05T00:00:00,"Coliform, Total",31,MPN/100 mL
360,Crown 2001 Shoreline Dr.,2015-06-29T00:00:00,"Coliform, Total",270,MPN/100 mL
361,Crown 2001 Shoreline Dr.,2015-07-06T00:00:00,"Coliform, Fecal",4,MPN/100 mL
362,Crown 2001 Shoreline Dr.,2015-07-27T00:00:00,"Coliform, Total",84,MPN/100 mL
363,Crown 2001 Shoreline Dr.,2015-07-27T00:00:00,"Coliform, Fecal",7,MPN/100 mL
364,Crown 2001 Shoreline Dr.,2015-08-10T00:00:00,"Coliform, Total",260,MPN/100 mL
365,Crown 2001 Shoreline Dr.,2015-03-02T00:00:00,Enterococcus,93,MPN/100 mL
366,Crown 2001 Shoreline Dr.,2015-03-02T00:00:00,"Coliform, Fecal",180,MPN/100 mL
367,Crown 2001 Shoreline Dr.,2015-03-18T00:00:00,Enterococcus,3,MPN/100 mL
368,Crown 2001 Shoreline Dr.,2015-03-19T00:00:00,"Coliform, Total",52,MPN/100 mL
369,Crown 2001 Shoreline Dr.,2015-04-13T00:00:00,"Coliform, Fecal",6,MPN/100 mL
370,Crown 2001 Shoreline Dr.,2015-08-17T00:00:00,Enterococcus,27,MPN/100 mL
371,Crown 2001 Shoreline Dr.,2015-08-31T00:00:00,Enterococcus,16,MPN/100 mL
372,Crown 2001 Shoreline Dr.,2015-09-10T00:00:00,Enterococcus,29,MPN/100 mL
373,Crown 2001 Shoreline Dr.,2015-09-28T00:00:00,"Coliform, Fecal",4,MPN/100 mL
374,Crown 2001 Shoreline Dr.,2015-10-06T00:00:00,"Coliform, Total",10,MPN/100 mL
375,Crown 2001 Shoreline Dr.,2015-04-14T00:00:00,"Coliform, Fecal",6,MPN/100 mL
376,Crown 2001 Shoreline Dr.,2015-04-20T00:00:00,Enterococcus,56,MPN/100 mL
377,Crown 2001 Shoreline Dr.,2015-04-20T00:00:00,"Coliform, Fecal",19,MPN/100 mL
378,Crown 2001 Shoreline Dr.,2015-05-04T00:00:00,Enterococcus,14,MPN/100 mL
379,Crown 2001 Shoreline Dr.,2015-05-04T00:00:00,"Coliform, Fecal",10,MPN/100 mL
380,Crown 2001 Shoreline Dr.,2015-06-08T00:00:00,Enterococcus,11,MPN/100 mL
381,Crown 2001 Shoreline Dr.,2015-06-29T00:00:00,"Coliform, Fecal",18,MPN/100 mL
382,Crown 2001 Shoreline Dr.,2015-07-27T00:00:00,Enterococcus,1,MPN/100 mL
383,Crown 2001 Shoreline Dr.,2015-08-10T00:00:00,Enterococcus,7,MPN/100 mL
384,Crown 2001 Shoreline Dr.,2015-08-10T00:00:00,"Coliform, Fecal",1,MPN/100 mL
385,Crown 2001 Shoreline Dr.,2015-10-19T00:00:00,"Coliform, Fecal",31,MPN/100 mL
386,Crown 2001 Shoreline Dr.,2015-10-26T00:00:00,"Coliform, Total",540,MPN/100 mL
387,Crown 2001 Shoreline Dr.,2015-10-26T00:00:00,Enterococcus,28,MPN/100 mL
388,Crown 2001 Shoreline Dr.,2015-11-16T00:00:00,"Coliform, Total",260,MPN/100 mL
389,Crown 2001 Shoreline Dr.,2015-12-14T00:00:00,"Coliform, Fecal",87,MPN/100 mL
390,Crown 2001 Shoreline Dr.,2015-08-17T00:00:00,"Coliform, Fecal",38,MPN/100 mL
391,Crown 2001 Shoreline Dr.,2015-08-24T00:00:00,"Coliform, Fecal",21,MPN/100 mL
392,Crown 2001 Shoreline Dr.,2015-09-15T00:00:00,"Coliform, Fecal",63,MPN/100 mL
393,Crown 2001 Shoreline Dr.,2015-09-27T00:00:00,"Coliform, Total",230,MPN/100 mL
394,Crown 2001 Shoreline Dr.,2015-09-28T00:00:00,Enterococcus,1,MPN/100 mL
395,Crown 2001 Shoreline Dr.,2015-10-19T00:00:00,Enterococcus,63,MPN/100 mL
396,Crown 2001 Shoreline Dr.,2015-12-14T00:00:00,"Coliform, Total",550,MPN/100 mL
397,Crown 2001 Shoreline Dr.,2016-02-16T00:00:00,Enterococcus,640,MPN/100 mL
398,Crown 2001 Shoreline Dr.,2016-03-16T00:00:00,Enterococcus,33,cfu/100mL
399,Crown 2001 Shoreline Dr.,2016-03-21T00:00:00,"Coliform, Total",190,MPN/100 mL
400,Crown 2001 Shoreline Dr.,2015-12-28T00:00:00,"Coliform, Total",41,MPN/100 mL
401,Crown 2001 Shoreline Dr.,2016-01-11T00:00:00,"Coliform, Total",96,MPN/100 mL
402,Crown 2001 Shoreline Dr.,2016-02-16T00:00:00,"Coliform, Total",1100,MPN/100 mL
403,Crown 2001 Shoreline Dr.,2016-02-22T00:00:00,Enterococcus,120,MPN/100 mL
404,Crown 2001 Shoreline Dr.,2016-03-16T00:00:00,"Coliform, Total",1100,MPN/100 mL
405,Crown 2001 Shoreline Dr.,2016-04-18T00:00:00,"Coliform, Total",24000,MPN/100 mL
406,Crown 2001 Shoreline Dr.,2016-04-18T00:00:00,Enterococcus,53,cfu/100mL
407,Crown 2001 Shoreline Dr.,2016-04-25T00:00:00,"Coliform, Total",2900,MPN/100 mL
408,Crown 2001 Shoreline Dr.,2016-06-06T00:00:00,"Coliform, Total",660,MPN/100 mL
409,Crown 2001 Shoreline Dr.,2016-06-08T00:00:00,"Coliform, Fecal",20,cfu/100mL
410,Crown 2001 Shoreline Dr.,2016-04-04T00:00:00,"Coliform, Total",30,MPN/100 mL
411,Crown 2001 Shoreline Dr.,2016-04-04T00:00:00,Enterococcus,7,cfu/100mL
412,Crown 2001 Shoreline Dr.,2016-04-11T00:00:00,"Coliform, Total",63,MPN/100 mL
413,Crown 2001 Shoreline Dr.,2016-04-11T00:00:00,Enterococcus,1,cfu/100mL
414,Crown 2001 Shoreline Dr.,2016-04-18T00:00:00,"Coliform, Fecal",83,cfu/100mL
415,Crown 2001 Shoreline Dr.,2016-06-13T00:00:00,"Coliform, Total",20000,MPN/100 mL
416,Crown 2001 Shoreline Dr.,2016-06-15T00:00:00,"Coliform, Fecal",2,cfu/100mL
417,Crown 2001 Shoreline Dr.,2016-06-27T00:00:00,"Coliform, Total",97,MPN/100 mL
418,Crown 2001 Shoreline Dr.,2016-07-05T00:00:00,Enterococcus,9,cfu/100mL
419,Crown 2001 Shoreline Dr.,2016-07-19T00:00:00,"Coliform, Fecal",45,cfu/100mL
420,Crown 2001 Shoreline Dr.,2016-05-09T00:00:00,Enterococcus,7,cfu/100mL
421,Crown 2001 Shoreline Dr.,2016-05-09T00:00:00,"Coliform, Fecal",63,cfu/100mL
422,Crown 2001 Shoreline Dr.,2016-05-23T00:00:00,Enterococcus,29,cfu/100mL
423,Crown 2001 Shoreline Dr.,2016-05-31T00:00:00,Enterococcus,1,cfu/100mL
424,Crown 2001 Shoreline Dr.,2016-05-31T00:00:00,"Coliform, Fecal",3,cfu/100mL
425,Crown 2001 Shoreline Dr.,2016-07-25T00:00:00,"Coliform, Total",240,MPN/100 mL
426,Crown 2001 Shoreline Dr.,2016-08-01T00:00:00,Enterococcus,49,cfu/100mL
427,Crown 2001 Shoreline Dr.,2016-08-08T00:00:00,"Coliform, Fecal",1000,cfu/100mL
428,Crown 2001 Shoreline Dr.,2016-08-10T00:00:00,"Coliform, Total",4600,MPN/100 mL
429,Crown 2001 Shoreline Dr.,2016-08-10T00:00:00,Enterococcus,19,cfu/100mL
430,Crown 2001 Shoreline Dr.,2016-06-13T00:00:00,Enterococcus,5,cfu/100mL
431,Crown 2001 Shoreline Dr.,2016-06-15T00:00:00,"Coliform, Total",3600,MPN/100 mL
432,Crown 2001 Shoreline Dr.,2016-06-20T00:00:00,Enterococcus,12,cfu/100mL
433,Crown 2001 Shoreline Dr.,2016-06-20T00:00:00,"Coliform, Fecal",21,cfu/100mL
434,Crown 2001 Shoreline Dr.,2016-07-05T00:00:00,"Coliform, Total",4100,MPN/100 mL
435,Crown 2001 Shoreline Dr.,2016-07-25T00:00:00,"Coliform, Fecal",28,cfu/100mL
436,Crown 2001 Shoreline Dr.,2016-08-01T00:00:00,"Coliform, Fecal",41,cfu/100mL
437,Crown 2001 Shoreline Dr.,2016-08-08T00:00:00,"Coliform, Total",5200,MPN/100 mL
438,Crown 2001 Shoreline Dr.,2016-08-08T00:00:00,Enterococcus,160,cfu/100mL
439,Crown 2001 Shoreline Dr.,2016-08-15T00:00:00,"Coliform, Fecal",22,cfu/100mL
440,Crown 2001 Shoreline Dr.,2016-08-15T00:00:00,"Coliform, Total",13000,MPN/100 mL
441,Crown 2001 Shoreline Dr.,2016-08-18T00:00:00,"Coliform, Fecal",22,cfu/100mL
442,Crown 2001 Shoreline Dr.,2016-09-19T00:00:00,"Coliform, Total",73,MPN/100 mL
443,Crown 2001 Shoreline Dr.,2016-10-03T00:00:00,Enterococcus,5,cfu/100mL
444,Crown 2001 Shoreline Dr.,2016-10-11T00:00:00,"Coliform, Total",120,MPN/100 mL
445,Crown 2001 Shoreline Dr.,2016-08-22T00:00:00,"Coliform, Total",1000,MPN/100 mL
446,Crown 2001 Shoreline Dr.,2016-08-22T00:00:00,"Coliform, Fecal",150,cfu/100mL
447,Crown 2001 Shoreline Dr.,2016-08-24T00:00:00,"Coliform, Total",2500,MPN/100 mL
448,Crown 2001 Shoreline Dr.,2016-09-14T00:00:00,Enterococcus,23,cfu/100mL
449,Crown 2001 Shoreline Dr.,2016-09-19T00:00:00,Enterococcus,17,cfu/100mL
450,Crown 2001 Shoreline Dr.,2016-10-11T00:00:00,Enterococcus,5,cfu/100mL
451,Crown 2001 Shoreline Dr.,2016-10-31T00:00:00,Enterococcus,31,cfu/100mL
452,Crown 2001 Shoreline Dr.,2016-11-14T00:00:00,"Coliform, Total",230,MPN/100 mL
453,Crown 2001 Shoreline Dr.,2016-11-14T00:00:00,Enterococcus,7,cfu/100mL
454,Crown 2001 Shoreline Dr.,2016-11-14T00:00:00,"Coliform, Fecal",15,cfu/100mL
455,Crown 2001 Shoreline Dr.,2016-09-26T00:00:00,Enterococcus,22,cfu/100mL
456,Crown 2001 Shoreline Dr.,2016-10-11T00:00:00,"Coliform, Fecal",10,cfu/100mL
457,Crown 2001 Shoreline Dr.,2016-10-17T00:00:00,"Coliform, Total",2000,MPN/100 mL
458,Crown 2001 Shoreline Dr.,2016-10-17T00:00:00,"Coliform, Fecal",160,cfu/100mL
459,Crown 2001 Shoreline Dr.,2016-10-24T00:00:00,Enterococcus,130,cfu/100mL
460,Crown 2001 Shoreline Dr.,2016-11-29T00:00:00,"Coliform, Total",85,MPN/100 mL
461,Crown 2001 Shoreline Dr.,2016-11-29T00:00:00,Enterococcus,17,cfu/100mL
462,Crown 2001 Shoreline Dr.,2016-12-12T00:00:00,Enterococcus,80,cfu/100mL
463,Crown 2001 Shoreline Dr.,2016-12-27T00:00:00,"Coliform, Total",30,MPN/100 mL
464,Crown 2001 Shoreline Dr.,2017-01-17T00:00:00,"Coliform, Fecal",60,cfu/100mL
465,Crown 2001 Shoreline Dr.,2017-01-09T00:00:00,"Coliform, Fecal",330,cfu/100mL
466,Crown 2001 Shoreline Dr.,2017-02-14T00:00:00,"Coliform, Total",380,MPN/100 mL
467,Crown 2001 Shoreline Dr.,2017-02-14T00:00:00,"Coliform, Fecal",150,cfu/100mL
468,Crown 2001 Shoreline Dr.,2017-03-13T00:00:00,"Coliform, Total",340,MPN/100 mL
469,Crown 2001 Shoreline Dr.,2017-04-03T00:00:00,Enterococcus,3,cfu/100mL
470,Crown 2001 Shoreline Dr.,2017-04-03T00:00:00,"Coliform, Fecal",1,cfu/100mL
471,Crown 2001 Shoreline Dr.,2017-04-11T00:00:00,"Coliform, Total",580,MPN/100 mL
472,Crown 2001 Shoreline Dr.,2017-04-24T00:00:00,"Coliform, Fecal",35,cfu/100mL
473,Crown 2001 Shoreline Dr.,2017-05-01T00:00:00,"Coliform, Fecal",1,cfu/100mL
474,Crown 2001 Shoreline Dr.,2017-05-30T00:00:00,"Coliform, Fecal",9,cfu/100mL
475,Crown 2001 Shoreline Dr.,2017-06-12T00:00:00,"Coliform, Total",140,MPN/100 mL
476,Crown 2001 Shoreline Dr.,2017-06-19T00:00:00,"Coliform, Fecal",60,cfu/100mL
477,Crown 2001 Shoreline Dr.,2017-07-03T00:00:00,Enterococcus,1,cfu/100mL
478,Crown 2001 Shoreline Dr.,2017-07-31T00:00:00,"Coliform, Total",10,MPN/100 mL
479,Crown 2001 Shoreline Dr.,2017-08-07T00:00:00,"Coliform, Total",220,MPN/100 mL
480,Crown 2001 Shoreline Dr.,2017-08-07T00:00:00,"Coliform, Fecal",63,cfu/100mL
481,Crown 2001 Shoreline Dr.,2017-08-14T00:00:00,"Coliform, Total",190,MPN/100 mL
482,Crown 2001 Shoreline Dr.,2017-08-21T00:00:00,"Coliform, Total",110,MPN/100 mL
483,Crown 2001 Shoreline Dr.,2017-08-21T00:00:00,Enterococcus,7,cfu/100mL
484,Crown 2001 Shoreline Dr.,2017-09-05T00:00:00,"Coliform, Total",800,MPN/100 mL
485,Crown 2001 Shoreline Dr.,2017-02-27T00:00:00,"Coliform, Total",960,MPN/100 mL
486,Crown 2001 Shoreline Dr.,2017-03-27T00:00:00,"Coliform, Total",300,MPN/100 mL
487,Crown 2001 Shoreline Dr.,2017-04-03T00:00:00,"Coliform, Total",52,MPN/100 mL
488,Crown 2001 Shoreline Dr.,2017-04-11T00:00:00,"Coliform, Fecal",34,cfu/100mL
489,Crown 2001 Shoreline Dr.,2017-04-17T00:00:00,"Coliform, Total",73,MPN/100 mL
490,Crown 2001 Shoreline Dr.,2017-09-11T00:00:00,Enterococcus,1,cfu/100mL
491,Crown 2001 Shoreline Dr.,2017-09-19T00:00:00,Enterococcus,6,cfu/100mL
492,Crown 2001 Shoreline Dr.,2017-09-19T00:00:00,"Coliform, Fecal",27,cfu/100mL
493,Crown 2001 Shoreline Dr.,2017-10-02T00:00:00,Enterococcus,5,cfu/100mL
494,Crown 2001 Shoreline Dr.,2010-05-17T00:00:00,Enterococcus,8,MPN/100 mL
495,Crown 2001 Shoreline Dr.,2017-04-17T00:00:00,Enterococcus,10,cfu/100mL
496,Crown 2001 Shoreline Dr.,2017-04-24T00:00:00,"Coliform, Total",930,MPN/100 mL
497,Crown 2001 Shoreline Dr.,2017-04-24T00:00:00,Enterococcus,45,cfu/100mL
498,Crown 2001 Shoreline Dr.,2017-05-01T00:00:00,Enterococcus,1,cfu/100mL
499,Crown 2001 Shoreline Dr.,2017-05-08T00:00:00,"Coliform, Fecal",49,cfu/100mL
500,Crown 2001 Shoreline Dr.,2017-05-22T00:00:00,"Coliform, Total",890,MPN/100 mL
501,Crown 2001 Shoreline Dr.,2017-05-22T00:00:00,"Coliform, Fecal",120,cfu/100mL
502,Crown 2001 Shoreline Dr.,2017-06-12T00:00:00,Enterococcus,3,cfu/100mL
503,Crown 2001 Shoreline Dr.,2017-06-12T00:00:00,"Coliform, Fecal",21,cfu/100mL
504,Crown 2001 Shoreline Dr.,2017-06-19T00:00:00,Enterococcus,4,cfu/100mL
505,Crown 2001 Shoreline Dr.,2017-06-26T00:00:00,"Coliform, Fecal",18,cfu/100mL
506,Crown 2001 Shoreline Dr.,2017-07-03T00:00:00,"Coliform, Fecal",7,cfu/100mL
507,Crown 2001 Shoreline Dr.,2017-07-31T00:00:00,"Coliform, Fecal",1,cfu/100mL
508,Crown 2001 Shoreline Dr.,2017-08-21T00:00:00,"Coliform, Fecal",4,cfu/100mL
509,Crown 2001 Shoreline Dr.,2017-08-28T00:00:00,Enterococcus,4,cfu/100mL
510,Crown 2001 Shoreline Dr.,2017-10-30T00:00:00,"Coliform, Total",460,MPN/100 mL
511,Crown 2001 Shoreline Dr.,2017-11-20T00:00:00,"Coliform, Total",63,MPN/100 mL
512,Crown 2001 Shoreline Dr.,2017-11-20T00:00:00,"Coliform, Fecal",21,cfu/100mL
513,Crown 2001 Shoreline Dr.,2017-12-04T00:00:00,"Coliform, Total",110,MPN/100 mL
514,Crown 2001 Shoreline Dr.,2018-01-02T00:00:00,"Coliform, Total",10,MPN/100 mL
515,Crown 2001 Shoreline Dr.,2018-01-02T00:00:00,"Coliform, Fecal",29,cfu/100mL
516,Crown 2001 Shoreline Dr.,2018-01-16T00:00:00,"Coliform, Total",180,MPN/100 mL
517,Crown 2001 Shoreline Dr.,2018-02-13T00:00:00,"Coliform, Fecal",35,cfu/100mL
518,Crown 2001 Shoreline Dr.,2018-02-28T00:00:00,Enterococcus,12,cfu/100mL
519,Crown 2001 Shoreline Dr.,2018-03-12T00:00:00,"Coliform, Fecal",140,cfu/100mL
520,Crown 2001 Shoreline Dr.,2017-09-11T00:00:00,"Coliform, Total",500,MPN/100 mL
521,Crown 2001 Shoreline Dr.,2017-09-25T00:00:00,"Coliform, Total",20,MPN/100 mL
522,Crown 2001 Shoreline Dr.,2017-10-02T00:00:00,"Coliform, Total",120,MPN/100 mL
523,Crown 2001 Shoreline Dr.,2017-10-02T00:00:00,"Coliform, Fecal",83,cfu/100mL
524,Crown 2001 Shoreline Dr.,2017-10-10T00:00:00,"Coliform, Fecal",4,cfu/100mL
525,Crown 2001 Shoreline Dr.,2018-03-26T00:00:00,"Coliform, Total",160,MPN/100 mL
526,Crown 2001 Shoreline Dr.,2018-04-23T00:00:00,"Coliform, Total",97,MPN/100 mL
527,Crown 2001 Shoreline Dr.,2018-04-30T00:00:00,"Coliform, Total",75,MPN/100 mL
528,Crown 2001 Shoreline Dr.,2018-04-30T00:00:00,"Coliform, Fecal",62,cfu/100mL
529,Crown 2001 Shoreline Dr.,2018-05-14T00:00:00,"Coliform, Total",120,MPN/100 mL
530,Crown 2001 Shoreline Dr.,2017-10-16T00:00:00,Enterococcus,93,cfu/100mL
531,Crown 2001 Shoreline Dr.,2017-10-16T00:00:00,"Coliform, Fecal",510,cfu/100mL
532,Crown 2001 Shoreline Dr.,2017-10-24T00:00:00,Enterococcus,5,cfu/100mL
533,Crown 2001 Shoreline Dr.,2017-10-30T00:00:00,Enterococcus,50,cfu/100mL
534,Crown 2001 Shoreline Dr.,2017-11-20T00:00:00,Enterococcus,1,cfu/100mL
535,Crown 2001 Shoreline Dr.,2018-05-14T00:00:00,Enterococcus,13,cfu/100mL
536,Crown 2001 Shoreline Dr.,2018-05-14T00:00:00,"Coliform, Fecal",87,cfu/100mL
537,Crown 2001 Shoreline Dr.,2018-05-21T00:00:00,Enterococcus,5,cfu/100mL
538,Crown 2001 Shoreline Dr.,2018-05-29T00:00:00,"Coliform, Total",200,MPN/100 mL
